# shift_start=2026-07-19T22:00:00+00:00
# shift_end=2026-07-20T06:00:00+00:00
timestamp,plc_ip,plc_port,status,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,D100,D101,D102,D103,D104,D105,D300,D301,D302,D303,D310,D312,D313,D314,D315,D316,D317,D320,D321,D322,D323,D324,D325,D326,D327,D400,D401,D402,D403,D410,D411,D412,D413,D414,D415,D416,D417,D420,D421,D422,D423,D424,D425,D426,D427
2026-07-19T23:51:30.473420+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,120,RU,240,247,232,221,1000,221,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.504435+00:00,192.168.1.10,5000,OK,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,120,RU,240,253,235,224,1000,224,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.536256+00:00,192.168.1.10,5000,OK,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,RU,240,241,226,219,1000,219,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.567535+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,120,RU,240,248,234,218,1000,222,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.598704+00:00,192.168.1.10,5000,OK,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,120,RU,240,243,233,214,1000,220,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.628572+00:00,192.168.1.10,5000,OK,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,120,RU,240,237,223,216,1000,220,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.660720+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,120,RU,240,235,224,214,1000,223,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.690941+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,120,RU,240,243,227,214,1000,222,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.722433+00:00,192.168.1.10,5000,OK,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120,RU,240,237,224,209,1000,230,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.753034+00:00,192.168.1.10,5000,OK,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,RU,240,237,218,216,1000,227,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.784713+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,120,RU,240,235,217,216,1000,231,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.815179+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,120,RU,240,235,224,207,1000,229,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.847442+00:00,192.168.1.10,5000,OK,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,120,RU,240,228,216,212,1000,237,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.878594+00:00,192.168.1.10,5000,OK,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,120,RU,240,225,216,206,1000,235,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.909249+00:00,192.168.1.10,5000,OK,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,120,RU,240,229,216,211,1000,235,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.941097+00:00,192.168.1.10,5000,OK,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,RU,240,230,217,210,1000,237,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:30.971407+00:00,192.168.1.10,5000,OK,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,120,RU,240,222,217,208,1000,244,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.002082+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,120,RU,240,222,218,209,1000,236,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.033278+00:00,192.168.1.10,5000,OK,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,RU,240,219,218,203,1000,239,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.064039+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,120,RU,240,223,208,209,1000,246,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.094755+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,120,RU,240,223,216,205,1000,242,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.140947+00:00,192.168.1.10,5000,OK,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,120,RU,240,225,216,204,1000,251,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.172108+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,120,RU,240,222,214,205,1000,251,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.203453+00:00,192.168.1.10,5000,OK,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,120,RU,240,213,208,200,1000,252,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.235055+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,RU,240,212,206,204,1000,255,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.265215+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,RU,240,218,213,205,1000,254,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.297421+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,120,RU,240,212,207,207,1000,252,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.329386+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,120,RU,240,216,208,203,1000,253,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.360435+00:00,192.168.1.10,5000,OK,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,RU,240,216,203,200,1000,259,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.391156+00:00,192.168.1.10,5000,OK,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,120,RU,240,209,210,204,1000,260,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.423643+00:00,192.168.1.10,5000,OK,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,RU,240,207,203,200,1000,268,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.454151+00:00,192.168.1.10,5000,OK,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,120,RU,240,211,199,203,1000,262,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.485795+00:00,192.168.1.10,5000,OK,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,120,RU,240,207,202,197,1000,269,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.515030+00:00,192.168.1.10,5000,OK,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,120,RU,240,209,198,201,1000,266,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.547707+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,RU,240,210,202,204,1000,267,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.577417+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,120,RU,240,206,198,202,1000,271,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.608232+00:00,192.168.1.10,5000,OK,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,120,RU,240,208,198,195,1000,279,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.640394+00:00,192.168.1.10,5000,OK,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,120,RU,240,206,207,197,1000,276,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.672032+00:00,192.168.1.10,5000,OK,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,120,RU,240,209,202,203,1000,282,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.702232+00:00,192.168.1.10,5000,OK,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,120,RU,240,202,200,201,1000,283,0.0,2280,500,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3600,1,500,120,0.0,2280,120,600,3600,1
2026-07-19T23:51:31.733429+00:00,192.168.1.10,5000,OK,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,120,RU,240,200,204,196,1000,288,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.764182+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,RU,240,208,202,205,1000,288,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.796850+00:00,192.168.1.10,5000,OK,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,RU,240,202,195,203,1000,290,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.827375+00:00,192.168.1.10,5000,OK,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,120,RU,240,203,201,198,1000,287,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.857685+00:00,192.168.1.10,5000,OK,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,120,RU,240,200,200,197,1000,291,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.889353+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,RU,240,203,204,201,1000,297,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.920859+00:00,192.168.1.10,5000,OK,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,120,RU,240,204,199,203,1000,300,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.951179+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,120,RU,240,205,205,203,1000,303,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:31.982945+00:00,192.168.1.10,5000,OK,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,120,RU,240,204,196,203,1000,298,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
2026-07-19T23:51:32.014894+00:00,192.168.1.10,5000,OK,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,RU,240,197,199,204,1000,308,0.0,2280,500,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1,1000,240,0.0,2280,500,120,0.0,2280,120,600,3601,1,500,120,0.0,2280,120,600,3601,1
