# shift_start=2026-07-19T14:00:00+00:00
# shift_end=2026-07-19T22:00:00+00:00
timestamp,plc_ip,plc_port,status,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,D100,D101,D102,D103,D104,D105,D300,D301,D302,D303,D310,D311,D312,D313,D314,D315,D316,D317,D320,D321,D322,D323,D324,D325,D326,D327,D400,D401,D402,D403,D410,D411,D412,D413,D414,D415,D416,D417,D420,D421,D422,D423,D424,D425,D426,D427
2026-07-19T21:22:41.622755+00:00,192.168.1.10,5000,OK,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,796,ST,64875,0,767,748,1000,246,0.0,2262,500,123,0.0,2262,120,600,3621,1,500,123,0.0,2262,120,600,3621,1,1000,246,0.0,2262,500,123,0.0,2262,120,600,3621,1,500,123,0.0,2262,120,600,3621,1
2026-07-19T21:22:42.641700+00:00,192.168.1.10,5000,OK,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,749,ER,76932,1,671,640,1000,246,0.0,2262,500,123,0.0,2262,120,600,3622,1,500,123,0.0,2262,120,600,3622,1,1000,246,0.0,2262,500,123,0.0,2262,120,600,3622,1,500,123,0.0,2262,120,600,3622,1
2026-07-19T21:22:43.659239+00:00,192.168.1.10,5000,OK,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,639,ER,91131,1,525,502,1000,247,0.0,2262,500,124,0.0,2256,120,600,3623,1,500,123,0.0,2262,120,600,3623,1,1000,246,0.0,2262,500,123,0.0,2262,120,600,3623,1,500,123,0.0,2262,120,600,3623,1
2026-07-19T21:22:44.665365+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,502,RU,106009,1,385,350,1000,247,0.0,2262,500,124,0.0,2256,120,600,3624,1,500,123,0.0,2262,120,600,3624,1,1000,246,0.0,2262,500,123,0.0,2262,120,600,3624,1,500,123,0.0,2262,120,600,3624,1
2026-07-19T21:22:45.664869+00:00,192.168.1.10,5000,OK,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,352,RU,120480,1,262,244,1000,247,0.0,2262,500,124,0.0,2256,120,600,3625,1,500,123,0.0,2262,120,600,3625,1,1000,247,0.0,2262,500,123,0.0,2262,120,600,3625,1,500,124,0.0,2256,120,600,3625,1
2026-07-19T21:22:46.684003+00:00,192.168.1.10,5000,OK,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,250,ID,132994,2,205,204,1000,248,0.0,2256,500,124,0.0,2256,120,600,3626,1,500,124,0.0,2256,120,600,3626,1,1000,247,0.0,2262,500,123,0.0,2262,120,600,3626,1,500,124,0.0,2256,120,600,3626,1
2026-07-19T21:22:47.698406+00:00,192.168.1.10,5000,OK,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,197,ID,142620,2,211,225,1000,248,0.0,2256,500,124,0.0,2256,120,600,3627,1,500,124,0.0,2256,120,600,3627,1,1000,247,0.0,2262,500,123,0.0,2262,120,600,3627,1,500,124,0.0,2256,120,600,3627,1
2026-07-19T21:22:48.711980+00:00,192.168.1.10,5000,OK,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230,PA,148491,2,296,326,1000,248,0.0,2256,500,124,0.0,2256,120,600,3628,1,500,124,0.0,2256,120,600,3628,1,1000,248,0.0,2256,500,124,0.0,2256,120,600,3628,1,500,124,0.0,2256,120,600,3628,1
2026-07-19T21:22:49.728401+00:00,192.168.1.10,5000,OK,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,318,PA,149965,2,432,464,1000,249,0.0,2256,500,125,0.0,2250,120,600,3629,1,500,124,0.0,2256,120,600,3629,1,1000,248,0.0,2256,500,124,0.0,2256,120,600,3629,1,500,124,0.0,2256,120,600,3629,1
2026-07-19T21:22:50.752717+00:00,192.168.1.10,5000,OK,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,462,WA,146983,2,582,603,1000,249,0.0,2256,500,125,0.0,2250,120,600,3630,1,500,124,0.0,2256,120,600,3630,1,1000,249,0.0,2256,500,124,0.0,2256,120,600,3630,1,500,125,0.0,2250,120,600,3630,1
2026-07-19T21:22:51.769713+00:00,192.168.1.10,5000,OK,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,603,WA,139748,2,709,730,1000,249,0.0,2256,500,125,0.0,2250,120,600,3631,1,500,124,0.0,2256,120,600,3631,1,1000,249,0.0,2256,500,124,0.0,2256,120,600,3631,1,500,125,0.0,2250,120,600,3631,1
2026-07-19T21:22:52.787164+00:00,192.168.1.10,5000,OK,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,732,ST,129065,1,786,797,1000,250,0.0,2250,500,125,0.0,2250,120,600,3632,1,500,125,0.0,2250,120,600,3632,1,1000,249,0.0,2256,500,124,0.0,2256,120,600,3632,1,500,125,0.0,2250,120,600,3632,1
2026-07-19T21:22:53.806296+00:00,192.168.1.10,5000,OK,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,794,ST,115732,1,795,783,1000,250,0.0,2250,500,125,0.0,2250,120,600,3633,1,500,125,0.0,2250,120,600,3633,1,1000,249,0.0,2256,500,124,0.0,2256,120,600,3633,1,500,125,0.0,2250,120,600,3633,1
2026-07-19T21:22:54.821736+00:00,192.168.1.10,5000,OK,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,785,ER,100994,1,728,707,1000,250,0.0,2250,500,125,0.0,2250,120,600,3634,1,500,125,0.0,2250,120,600,3634,1,1000,249,0.0,2256,500,124,0.0,2256,120,600,3634,1,500,125,0.0,2250,120,600,3634,1
2026-07-19T21:22:55.837981+00:00,192.168.1.10,5000,OK,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,707,ER,86202,1,612,578,1000,250,0.0,2250,500,125,0.0,2250,120,600,3635,1,500,125,0.0,2250,120,600,3635,1,1000,250,0.0,2256,500,124,0.0,2256,120,600,3635,1,500,126,0.0,2244,120,600,3635,1
2026-07-19T21:22:56.858607+00:00,192.168.1.10,5000,OK,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,580,RU,72646,1,459,428,1000,251,0.0,2250,500,126,0.0,2244,120,600,3636,1,500,125,0.0,2250,120,600,3636,1,1000,251,0.0,2250,500,125,0.0,2250,120,600,3636,1,500,126,0.0,2244,120,600,3636,1
2026-07-19T21:22:57.869807+00:00,192.168.1.10,5000,OK,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,430,RU,61499,0,321,302,1000,251,0.0,2250,500,126,0.0,2244,120,600,3637,1,500,125,0.0,2250,120,600,3637,1,1000,251,0.0,2250,500,125,0.0,2250,120,600,3637,1,500,126,0.0,2244,120,600,3637,1
2026-07-19T21:22:58.881838+00:00,192.168.1.10,5000,OK,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,297,ID,53748,0,226,216,1000,252,0.0,2244,500,126,0.0,2244,120,600,3638,1,500,126,0.0,2244,120,600,3638,1,1000,251,0.0,2250,500,125,0.0,2250,120,600,3638,1,500,126,0.0,2244,120,600,3638,1
2026-07-19T21:22:59.880575+00:00,192.168.1.10,5000,OK,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,ID,50179,0,205,208,1000,252,0.0,2244,500,126,0.0,2244,120,600,3639,1,500,126,0.0,2244,120,600,3639,1,1000,251,0.0,2250,500,125,0.0,2250,120,600,3639,1,500,126,0.0,2244,120,600,3639,1
2026-07-19T21:23:00.883296+00:00,192.168.1.10,5000,OK,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,205,PA,51056,0,244,262,1000,252,0.0,2244,500,126,0.0,2244,120,600,3640,1,500,126,0.0,2244,120,600,3640,1,1000,251,0.0,2250,500,125,0.0,2250,120,600,3640,1,500,126,0.0,2244,120,600,3640,1
2026-07-19T21:23:01.905110+00:00,192.168.1.10,5000,OK,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,261,PA,56334,0,351,373,1000,253,0.0,2244,500,127,0.0,2238,120,600,3641,1,500,126,0.0,2244,120,600,3641,1,1000,251,0.0,2250,500,125,0.0,2250,120,600,3641,1,500,126,0.0,2244,120,600,3641,1
2026-07-19T21:23:02.906448+00:00,192.168.1.10,5000,OK,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,382,WA,65523,0,497,524,1000,253,0.0,2244,500,127,0.0,2238,120,600,3642,1,500,126,0.0,2244,120,600,3642,1,1000,251,0.0,2250,500,125,0.0,2250,120,600,3642,1,500,126,0.0,2244,120,600,3642,1
2026-07-19T21:23:03.912221+00:00,192.168.1.10,5000,OK,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,525,WA,77749,1,634,667,1000,253,0.0,2244,500,127,0.0,2238,120,600,3643,1,500,126,0.0,2244,120,600,3643,1,1000,252,0.0,2250,500,125,0.0,2250,120,600,3643,1,500,127,0.0,2238,120,600,3643,1
2026-07-19T21:23:04.916262+00:00,192.168.1.10,5000,OK,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,666,ST,91910,1,744,760,1000,253,0.0,2244,500,127,0.0,2238,120,600,3644,1,500,126,0.0,2244,120,600,3644,1,1000,253,0.0,2244,500,126,0.0,2244,120,600,3644,1,500,127,0.0,2238,120,600,3644,1
2026-07-19T21:23:05.932301+00:00,192.168.1.10,5000,OK,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,769,ST,106840,1,803,802,1000,254,0.0,2238,500,127,0.0,2238,120,600,3645,1,500,127,0.0,2238,120,600,3645,1,1000,253,0.0,2244,500,126,0.0,2244,120,600,3645,1,500,127,0.0,2238,120,600,3645,1
2026-07-19T21:23:06.948818+00:00,192.168.1.10,5000,OK,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,797,ER,121175,1,769,758,1000,254,0.0,2238,500,127,0.0,2238,120,600,3646,1,500,127,0.0,2238,120,600,3646,1,1000,253,0.0,2244,500,126,0.0,2244,120,600,3646,1,500,127,0.0,2238,120,600,3646,1
2026-07-19T21:23:07.970989+00:00,192.168.1.10,5000,OK,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,759,ER,133648,2,684,660,1000,255,0.0,2238,500,128,0.0,2232,120,600,3647,1,500,127,0.0,2238,120,600,3647,1,1000,253,0.0,2244,500,126,0.0,2244,120,600,3647,1,500,127,0.0,2238,120,600,3647,1
2026-07-19T21:23:08.986411+00:00,192.168.1.10,5000,OK,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,657,RU,143031,2,544,513,1000,255,0.0,2238,500,128,0.0,2232,120,600,3648,1,500,127,0.0,2238,120,600,3648,1,1000,254,0.0,2244,500,126,0.0,2244,120,600,3648,1,500,128,0.0,2232,120,600,3648,1
2026-07-19T21:23:09.991750+00:00,192.168.1.10,5000,OK,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,516,RU,148687,2,396,376,1000,255,0.0,2238,500,128,0.0,2232,120,600,3649,1,500,127,0.0,2238,120,600,3649,1,1000,254,0.0,2244,500,126,0.0,2244,120,600,3649,1,500,128,0.0,2232,120,600,3649,1
2026-07-19T21:23:11.004073+00:00,192.168.1.10,5000,OK,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,374,ID,149928,2,280,258,1000,255,0.0,2238,500,128,0.0,2232,120,600,3650,1,500,127,0.0,2238,120,600,3650,1,1000,254,0.0,2244,500,126,0.0,2244,120,600,3650,1,500,128,0.0,2232,120,600,3650,1
2026-07-19T21:23:12.021533+00:00,192.168.1.10,5000,OK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,252,ID,146701,2,208,200,1000,255,0.0,2238,500,128,0.0,2232,120,600,3651,1,500,127,0.0,2238,120,600,3651,1,1000,255,0.0,2238,500,127,0.0,2238,120,600,3651,1,500,128,0.0,2232,120,600,3651,1
2026-07-19T21:23:13.038266+00:00,192.168.1.10,5000,OK,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,201,PA,139255,2,211,220,1000,256,0.0,2232,500,128,0.0,2232,120,600,3652,1,500,128,0.0,2232,120,600,3652,1,1000,255,0.0,2238,500,127,0.0,2238,120,600,3652,1,500,128,0.0,2232,120,600,3652,1
2026-07-19T21:23:14.049854+00:00,192.168.1.10,5000,OK,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,220,PA,128368,1,282,311,1000,257,0.0,2232,500,129,0.0,2226,120,600,3653,1,500,128,0.0,2232,120,600,3653,1,1000,255,0.0,2238,500,127,0.0,2238,120,600,3653,1,500,128,0.0,2232,120,600,3653,1
2026-07-19T21:23:15.054777+00:00,192.168.1.10,5000,OK,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,311,WA,114932,1,416,439,1000,257,0.0,2232,500,129,0.0,2226,120,600,3654,1,500,128,0.0,2232,120,600,3654,1,1000,256,0.0,2238,500,127,0.0,2238,120,600,3654,1,500,129,0.0,2226,120,600,3654,1
2026-07-19T21:23:16.060906+00:00,192.168.1.10,5000,OK,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,444,WA,100185,1,560,586,1000,257,0.0,2232,500,129,0.0,2226,120,600,3655,1,500,128,0.0,2232,120,600,3655,1,1000,256,0.0,2238,500,127,0.0,2238,120,600,3655,1,500,129,0.0,2226,120,600,3655,1
2026-07-19T21:23:17.072352+00:00,192.168.1.10,5000,OK,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,586,ST,85399,1,692,720,1000,257,0.0,2232,500,129,0.0,2226,120,600,3656,1,500,128,0.0,2232,120,600,3656,1,1000,256,0.0,2238,500,127,0.0,2238,120,600,3656,1,500,129,0.0,2226,120,600,3656,1
2026-07-19T21:23:18.097939+00:00,192.168.1.10,5000,OK,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,710,ST,71897,1,779,787,1000,257,0.0,2232,500,129,0.0,2226,120,600,3657,1,500,128,0.0,2232,120,600,3657,1,1000,257,0.0,2232,500,128,0.0,2232,120,600,3657,1,500,129,0.0,2226,120,600,3657,1
2026-07-19T21:23:19.108641+00:00,192.168.1.10,5000,OK,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,794,ER,60993,0,802,788,1000,258,0.0,2226,500,129,0.0,2226,120,600,3658,1,500,129,0.0,2226,120,600,3658,1,1000,257,0.0,2232,500,128,0.0,2232,120,600,3658,1,500,129,0.0,2226,120,600,3658,1
2026-07-19T21:23:20.119776+00:00,192.168.1.10,5000,OK,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,788,ER,53479,0,747,725,1000,259,0.0,2226,500,130,0.0,2220,120,600,3659,1,500,129,0.0,2226,120,600,3659,1,1000,257,0.0,2232,500,128,0.0,2232,120,600,3659,1,500,129,0.0,2226,120,600,3659,1
